crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
chickpea,5.454,880.37,21.5,1063.22,34.79,41.51,24.63,62.54,11.75,6.17,318.65,19.51,242.75,0.996,0.598,0.488,0.7198,0.0863,-0.2983,-0.4915,-0.1584,0.1494,0.0416,0.3043,3,1.7,6.51,0.0,0.1818,0.2603,2.421,26.279310063178446
chickpea,8.944,693.26,29.37,719.75,25.72,29.52,19.4,51.68,4.23,6.64,230.71,21.76,234.18,0.457,0.7824,0.5791,0.9197,0.0826,-0.0239,-0.1968,0.1147,0.2614,0.0957,0.3988,5,-4.9,0.0,0.0,0.1032,0.0427,3.113,6.152943223669603
cotton,8.144,627.54,21.88,650.51,20.2,25.45,9.23,54.94,22.56,8.2,254.8,27.51,229.13,0.653,0.7695,0.6045,0.8684,0.0917,0.1145,-0.0035,0.2898,0.3182,0.1418,0.3782,1,6.02,0.0,0.0,0.0803,0.1785,2.723,13.562681607625482
cotton,6.53,442.45,33.8,485.65,28.77,34.06,22.88,81.91,12.48,6.42,107.99,13.27,150.04,0.499,0.7796,0.5732,0.9428,0.0664,-0.1319,-0.2301,0.0055,0.1698,0.049,0.3329,5,2.52,0.0,0.0,0.3131,0.0276,2.769,15.050809261317157
cotton,3.156,680.11,86.02,465.74,27.11,33.39,19.18,78.77,14.82,7.1,307.31,12.66,145.63,0.784,0.739,0.638,0.8506,0.1209,0.0167,-0.0942,0.1967,0.4521,0.3786,0.5777,3,3.9,0.0,0.0,0.2831,0.2581,2.762,24.662072696220974
maize,3.151,885.96,24.91,695.69,26.98,31.79,18.74,44.06,1.0,8.2,354.61,36.69,110.18,0.616,0.8302,0.5959,0.9375,0.1231,-0.1984,-0.2534,-0.0236,0.2517,0.1267,0.3667,2,6.37,0.0,0.0,0.0462,0.0425,6.321,6.202036957398079
soybean,9.937,360.07,15.39,368.46,25.33,35.67,16.73,74.88,14.54,7.26,294.5,32.61,227.03,0.981,0.6075,0.438,0.7264,0.0965,-0.1435,-0.2697,-0.0369,0.3179,0.2047,0.4554,1,7.53,0.67,0.0,0.125,0.0883,3.807,12.598320943829403
wheat,0.706,625.01,6.82,441.64,25.94,37.51,19.08,73.38,23.47,7.49,160.77,21.01,145.16,0.438,0.7282,0.58,0.8877,0.1215,-0.0673,-0.219,0.0808,0.3261,0.2081,0.496,4,5.32,2.51,0.0,0.1186,0.0882,5.183,13.338164115712331
maize,1.924,814.88,20.93,577.03,31.43,42.79,25.23,51.76,13.26,6.47,361.73,19.8,216.48,0.671,0.6701,0.4297,0.8018,0.1015,-0.2216,-0.3915,-0.0849,0.1838,0.1256,0.3457,3,8.55,7.79,0.0,0.09,0.2547,5.019,26.11748650963415
wheat,8.691,891.6,28.43,931.7,31.68,35.39,29.13,50.87,10.45,6.74,261.67,21.57,277.4,0.859,0.7743,0.4788,0.8711,0.0964,-0.2526,-0.4245,-0.1512,0.1876,0.1116,0.253,3,1.82,0.39,0.0,0.1213,0.1078,5.165,10.888215513904877
soybean,5.179,647.33,35.29,444.24,20.28,25.12,13.09,57.29,22.81,7.4,204.85,34.82,130.36,0.937,0.7756,0.6305,0.9382,0.1046,0.3088,0.1418,0.4182,0.3403,0.2064,0.4811,1,4.26,0.0,0.0,0.0603,0.1436,4.123,10.514589312867523
soybean,9.294,611.03,6.79,671.56,37.19,47.13,31.41,59.52,14.85,8.07,284.5,20.21,291.84,0.611,0.4828,0.3469,0.5997,0.1476,-0.4912,-0.5766,-0.3826,-0.0145,-0.1688,0.0888,1,-8.29,12.13,0.0,0.4434,0.3772,2.013,47.24366090994771
cotton,2.251,719.65,5.72,574.47,32.05,41.19,24.36,71.06,10.15,7.79,296.61,27.39,295.22,0.614,0.7256,0.57,0.915,0.104,-0.3284,-0.5169,-0.27,0.2503,0.1474,0.3301,3,5.49,6.19,0.0,0.115,0.2033,2.249,22.08956655592693
cotton,3.301,426.86,21.97,519.5,27.9,38.16,22.6,85.72,10.55,7.61,167.62,43.06,253.06,0.746,0.7925,0.5655,0.8929,0.1116,-0.0793,-0.2403,0.0836,0.2033,0.0866,0.2535,5,-3.9,3.16,0.0,0.1832,0.1997,2.78,19.632049668974226
cotton,7.231,821.59,39.18,627.32,31.45,38.63,21.68,67.42,13.4,6.9,231.0,44.11,242.13,0.962,0.7375,0.6125,0.9352,0.0839,-0.2361,-0.3202,-0.0554,0.2822,0.2187,0.3364,2,-4.01,3.63,0.0,0.2182,0.3752,2.588,29.400736075313365
rice,5.951,458.64,28.67,516.19,26.38,35.27,20.29,77.39,17.86,6.56,277.93,23.08,128.08,0.15,0.7155,0.4401,0.8635,0.0968,-0.0705,-0.2599,0.0276,0.2324,0.182,0.3498,3,8.04,0.27,0.0,0.1589,0.1652,6.005,17.227728065137704
soybean,4.244,408.87,21.73,420.03,24.25,25.34,19.47,60.98,7.28,8.2,257.95,27.54,159.18,0.487,0.6088,0.3853,0.7745,0.0494,-0.0161,-0.1567,0.1593,0.2802,0.1048,0.4268,1,0.21,0.0,0.0,0.1188,0.1769,3.972,12.883814087761387
chickpea,2.673,579.32,46.54,523.41,28.01,36.16,22.13,53.74,25.89,5.82,370.79,29.84,130.96,0.756,0.6674,0.5474,0.8348,0.0378,-0.0922,-0.1782,0.0982,0.2718,0.1204,0.3823,1,7.95,1.16,0.0,0.2265,0.1813,2.921,21.582575101911306
rice,4.232,811.67,43.49,935.43,21.01,27.35,16.53,82.74,5.08,5.47,221.23,24.41,157.42,0.996,0.8749,0.7711,1.0,0.0737,0.082,-0.0754,0.2385,0.3477,0.179,0.432,2,6.44,0.0,0.0,0.1699,0.1856,5.934,17.720554080594773
rice,5.454,634.86,21.85,653.15,21.18,29.41,13.25,76.56,8.34,7.27,331.91,21.29,217.4,0.901,0.8194,0.5557,0.9944,0.0842,0.0343,-0.0406,0.1442,0.3482,0.1898,0.4401,3,13.77,0.0,0.0,0.1694,0.1256,5.84,17.774508864962485
chickpea,5.222,583.57,74.39,396.64,15.0,20.83,9.36,78.03,17.22,6.42,304.5,35.55,142.04,0.381,0.95,0.7167,1.0,0.0304,0.4081,0.2211,0.4726,0.6574,0.5767,0.7913,4,8.3,0.0,0.0,0.0491,0.2069,3.236,14.411792661869406
maize,1.048,580.28,21.58,714.83,31.61,42.71,27.25,70.39,18.24,7.08,305.66,31.2,166.69,0.352,0.7915,0.5708,0.9651,0.0935,-0.349,-0.4671,-0.1705,0.1658,-0.0048,0.2511,2,0.91,7.71,0.0,0.2159,0.2527,5.359,28.24239654501132
maize,5.715,711.08,10.53,773.53,30.4,38.83,22.32,75.01,33.09,7.4,280.82,27.38,130.5,0.913,0.6885,0.4797,0.817,0.0636,-0.2803,-0.3589,-0.1453,0.1739,0.0382,0.3262,5,6.54,3.83,0.0,0.2314,0.2192,5.854,25.620161543138938
maize,5.272,536.76,51.49,558.12,31.86,35.61,24.15,95.47,13.02,7.57,254.29,6.16,65.43,0.78,0.6899,0.4116,0.8754,0.1413,-0.1918,-0.3866,-0.0821,0.3254,0.2293,0.4636,4,7.61,0.61,0.0,0.3323,0.0415,5.891,18.990160584475035
wheat,5.117,750.11,25.51,802.4,29.63,36.57,24.92,82.73,4.67,6.64,252.02,22.77,246.5,0.834,0.7323,0.4539,0.8335,0.1084,-0.2512,-0.406,-0.0657,0.3263,0.1736,0.3976,2,-6.06,1.57,0.0,0.293,0.2193,5.247,23.43154610779442
rice,2.631,675.66,30.22,457.48,29.82,37.48,22.2,72.27,13.97,7.08,143.21,15.72,185.89,0.489,0.5106,0.2435,0.6888,0.1183,-0.2033,-0.3617,-0.0271,0.2867,0.1271,0.365,5,4.71,2.48,0.0,0.1989,0.329,5.264,27.163114861703246
wheat,8.261,632.38,66.63,664.28,27.77,37.27,20.38,58.6,12.95,5.62,205.08,39.83,238.93,0.946,0.6156,0.4325,0.8018,0.0713,-0.0581,-0.1688,0.1026,0.3236,0.1825,0.4583,5,8.99,2.27,0.0,0.1804,0.2039,5.06,22.20245490747552
maize,2.479,685.43,17.74,484.03,26.01,36.32,17.35,61.29,23.49,7.24,112.39,16.5,160.85,0.668,0.6348,0.448,0.7481,0.0451,-0.1702,-0.3137,-0.0689,0.252,0.0956,0.396,1,5.45,1.32,0.0,0.1143,0.1194,5.983,13.417894184895795
wheat,9.509,619.68,42.48,601.17,27.03,36.01,20.07,67.18,6.81,6.59,327.07,18.45,150.06,0.361,0.7615,0.4688,0.9022,0.0967,-0.1262,-0.2859,-0.0629,0.313,0.16,0.4338,3,10.61,1.01,0.0,0.2166,0.1073,5.43,18.713627994402792
soybean,4.745,554.87,14.93,511.8,25.84,39.07,24.96,77.24,30.55,6.87,162.14,25.43,94.67,0.736,0.7683,0.6008,0.8909,0.0829,-0.0865,-0.2321,0.0355,0.2906,0.1614,0.341,1,4.27,4.07,0.0,0.1162,0.025,3.714,11.57322444847297
rice,7.728,275.53,69.6,259.15,30.91,38.34,25.27,92.86,9.39,6.22,344.6,25.34,173.4,0.796,0.8702,0.7638,0.9953,0.0911,-0.1582,-0.3527,-0.079,0.296,0.2163,0.3904,3,5.53,3.34,0.0,0.3205,0.2869,5.322,31.44292300054196
wheat,6.266,573.84,40.6,540.34,27.22,35.22,17.94,78.63,10.94,7.04,188.95,39.82,98.61,0.955,0.6934,0.5886,0.8324,0.1077,-0.0613,-0.1466,0.0992,0.2928,0.1287,0.443,2,9.03,0.22,0.0,0.1506,0.0871,5.128,13.711648298578243
soybean,8.492,541.41,96.12,521.93,24.2,34.14,18.01,58.17,18.84,5.38,150.92,28.48,245.29,0.779,0.6337,0.443,0.753,0.062,0.0071,-0.0909,0.0891,0.3863,0.2132,0.5212,5,15.34,0.0,0.612,0.2387,0.1585,3.805,23.367142388794797
chickpea,4.921,857.86,15.41,747.95,21.59,29.43,15.21,86.04,21.85,7.73,240.9,26.58,215.2,0.619,0.6217,0.4909,0.7854,0.0728,0.0822,-0.0374,0.2705,0.2256,0.115,0.3492,4,-4.01,0.0,0.0,0.3478,0.4121,3.158,32.74866194160981
cotton,0.965,713.44,17.95,844.09,31.25,34.89,24.79,36.51,10.97,6.62,256.79,20.73,129.26,0.596,0.6867,0.5834,0.7714,0.0981,-0.3741,-0.4261,-0.2488,0.288,0.1536,0.3562,3,12.09,0.0,0.0,0.085,0.0836,2.33,11.792393304897432
chickpea,8.308,822.56,64.76,682.66,33.34,39.09,25.77,60.08,19.87,6.51,172.1,37.34,201.37,0.711,0.6364,0.3368,0.8163,0.0541,-0.2876,-0.3763,-0.2201,0.1413,-0.0385,0.2996,1,2.79,4.09,0.0,0.2817,0.3242,2.235,31.23689608091848
maize,6.361,302.36,84.31,202.81,24.1,33.08,18.11,91.61,22.18,5.65,202.23,14.19,139.12,0.869,0.726,0.5284,0.8077,0.1408,0.0693,-0.0646,0.2585,0.4491,0.3971,0.6226,4,9.94,0.0,0.0,0.4159,0.1562,6.004,27.830513796168933
maize,9.619,668.8,59.93,542.81,25.82,34.12,19.11,61.7,17.53,6.57,352.81,22.1,125.46,0.785,0.7896,0.6206,0.9168,0.1066,-0.1314,-0.296,-0.0029,0.3607,0.2989,0.4958,4,12.85,0.0,0.0,0.0684,0.0756,6.267,11.03835260422308
cotton,3.791,700.13,31.1,676.07,29.04,37.74,24.12,55.52,16.54,6.22,254.76,26.05,252.05,0.453,0.6592,0.4124,0.7827,0.1181,-0.1329,-0.2732,-0.0342,0.1149,0.0335,0.1774,2,3.63,2.74,0.0,0.1745,0.2389,2.718,21.978066169447636
cotton,2.159,251.78,40.39,224.36,38.25,43.75,29.6,60.79,15.04,7.28,192.05,19.05,194.58,0.507,0.6137,0.503,0.6995,0.0833,-0.2949,-0.3985,-0.2034,0.2055,0.1446,0.3515,4,14.48,8.75,0.0,0.501,0.4099,1.372,53.15094557128114
cotton,7.994,451.71,69.0,473.0,26.33,34.24,19.57,68.82,30.13,6.92,122.58,20.11,183.25,0.848,0.6141,0.3145,0.81,0.059,0.0367,-0.0519,0.1847,0.4206,0.2783,0.5517,2,2.75,0.0,0.0,0.1818,0.2601,2.556,20.155981404183187
rice,3.953,626.67,45.82,773.07,24.55,34.6,16.38,88.67,11.55,7.38,389.84,35.27,181.07,0.798,0.6868,0.5793,0.7838,0.0751,0.0147,-0.1015,0.2131,0.4078,0.3191,0.4679,5,-6.12,0.0,0.0,0.3042,0.17,5.994,20.113626205717843
cotton,7.652,915.8,18.97,762.53,18.62,28.85,9.16,72.63,13.09,7.93,315.12,20.81,276.88,0.729,0.5769,0.3509,0.7343,0.0907,0.1815,0.0968,0.238,0.2983,0.1613,0.419,1,0.92,0.0,0.0,0.0596,0.1039,2.405,7.449206193956551
maize,4.615,730.74,26.12,515.38,28.98,36.48,24.44,72.99,12.08,6.24,246.85,20.27,160.62,0.633,0.5995,0.4918,0.7893,0.0684,-0.1399,-0.2071,-0.0158,0.2559,0.1924,0.3161,1,2.06,1.48,0.0,0.0904,0.1635,6.307,13.293755373359373
rice,4.041,823.66,36.31,679.25,33.6,39.01,29.6,56.14,4.08,6.66,193.37,16.89,233.51,0.782,0.673,0.4716,0.8016,0.0948,-0.4982,-0.5908,-0.4312,0.0793,-0.0584,0.1595,2,3.63,4.01,0.0,0.2092,0.1991,4.435,22.891248670719598
soybean,1.084,716.94,47.14,832.44,18.6,29.26,10.95,52.78,11.38,6.83,197.11,13.1,205.63,0.598,0.5862,0.4716,0.7783,0.1009,0.1521,-0.0407,0.2613,0.3652,0.2158,0.4375,5,3.87,0.0,0.0,0.0659,0.1745,4.038,11.98173749497496
maize,8.994,489.45,4.39,575.33,32.04,39.24,24.28,66.71,25.45,6.48,274.83,30.31,227.28,0.788,0.7147,0.6108,0.8132,0.0855,-0.2365,-0.2931,-0.1482,0.0629,-0.031,0.221,2,12.92,4.24,0.0,0.2629,0.1874,4.89,28.30409230864187
cotton,9.334,791.96,115.66,865.25,34.87,41.94,25.03,61.99,10.95,6.43,101.84,23.24,97.2,1.022,0.6453,0.4281,0.7752,0.0731,-0.1769,-0.3251,-0.0611,0.2124,0.0972,0.3288,1,-3.1,6.94,2.566,0.3402,0.4942,1.853,45.90471025454061
rice,8.999,529.57,76.79,575.96,32.96,41.66,24.17,64.32,16.88,6.69,94.79,20.99,86.71,0.432,0.7293,0.5182,0.9027,0.0911,-0.1715,-0.2649,-0.0112,0.3046,0.1417,0.4051,1,11.98,6.66,0.0,0.2574,0.2861,4.266,34.56464052925917
chickpea,1.334,342.97,32.83,267.08,30.98,37.8,25.14,60.11,14.78,6.54,210.87,51.28,204.19,0.735,0.8302,0.5379,0.9936,0.0668,-0.1528,-0.2499,-0.0717,0.2172,0.057,0.3123,1,0.15,2.8,0.0,0.1434,0.0236,2.594,9.805778635121047
soybean,1.991,1108.05,78.72,1252.85,29.99,36.77,23.45,74.39,8.69,6.18,139.01,21.4,77.01,0.925,0.5855,0.3078,0.7005,0.0603,-0.1027,-0.2804,0.086,0.3362,0.2494,0.4308,2,11.65,1.77,0.0,0.1472,0.0896,3.108,16.221107014627815
soybean,5.035,505.05,8.76,490.76,26.62,31.31,18.87,64.8,16.32,6.93,278.49,34.08,148.39,0.954,0.5682,0.3132,0.7211,0.1076,-0.2852,-0.3552,-0.1042,0.0822,-0.0088,0.2188,2,13.49,0.0,0.0,0.0525,0.1271,3.952,12.932834373013227
chickpea,3.001,696.37,25.74,616.71,30.36,37.93,22.94,59.56,17.43,7.29,204.3,26.07,266.72,0.951,0.7603,0.485,0.8506,0.0768,-0.2877,-0.3894,-0.1491,0.2699,0.1416,0.4386,1,-10.0,2.93,0.0,0.1651,0.1947,2.997,18.43438303906834
rice,4.965,756.7,73.2,802.44,29.52,35.79,22.62,69.28,14.35,6.35,267.57,26.71,224.24,0.797,0.7646,0.489,0.8662,0.0396,-0.0559,-0.2281,0.1203,0.3112,0.1839,0.4826,5,3.92,0.79,0.0,0.2041,0.3524,5.606,26.43719018973686
soybean,4.628,600.08,18.58,742.48,25.83,31.83,17.21,59.78,13.14,6.69,311.19,25.34,116.08,0.868,0.7559,0.4891,0.8448,0.0662,-0.02,-0.1788,0.1096,0.205,0.0579,0.3656,3,-3.89,0.0,0.0,0.0501,0.1001,3.496,6.542009715641953
soybean,3.862,747.74,35.29,594.01,27.34,38.3,18.51,40.24,3.96,6.19,233.19,22.69,212.94,0.849,0.7682,0.6582,0.8807,0.0659,-0.1586,-0.2196,-0.0876,0.1799,0.0838,0.3342,2,0.63,3.3,0.0,0.0522,0.1912,3.833,14.245997604296686
rice,8.338,375.44,39.52,306.53,31.82,41.13,23.89,88.35,4.49,6.48,267.49,43.15,129.55,0.53,0.626,0.4564,0.77,0.068,-0.1877,-0.3571,-0.0592,0.0752,-0.0613,0.2016,4,5.7,6.13,0.0,0.1773,0.2312,4.307,25.918192367632503
cotton,2.297,710.08,19.81,875.01,25.47,29.54,18.18,32.14,20.49,5.52,287.25,41.9,242.09,0.678,0.6327,0.5112,0.7855,0.0979,-0.1942,-0.3343,-0.0198,0.1757,0.1166,0.3295,1,-1.77,0.0,0.0,0.0367,0.0737,2.295,4.808968463389948
soybean,0.515,185.19,27.64,182.77,28.84,39.34,22.13,43.1,15.25,6.04,244.14,39.09,227.91,0.529,0.7583,0.5635,0.9364,0.0739,-0.1645,-0.2887,-0.0743,0.3005,0.1718,0.4187,1,1.26,4.34,0.0,0.0673,0.3158,2.833,21.724596336894496
cotton,8.313,733.77,8.26,753.43,25.25,33.53,18.57,65.93,18.56,5.99,363.4,36.77,146.07,0.416,0.6835,0.4443,0.8417,0.08,-0.2187,-0.2955,-0.0418,0.1616,0.102,0.2171,1,1.62,0.0,0.0,0.0424,0.0017,2.468,2.4287345321684533
chickpea,9.964,279.38,9.13,306.8,22.96,28.59,14.92,69.61,15.93,5.6,257.94,39.21,183.86,0.648,0.8164,0.5406,0.9815,0.0984,-0.1621,-0.3,0.0181,0.3711,0.2913,0.4212,1,0.7,0.0,0.0,0.1221,0.1205,2.933,10.677909073900912
maize,8.725,1019.34,33.85,885.2,27.04,34.7,19.37,57.45,21.0,7.3,150.64,25.21,237.4,0.601,0.7106,0.4308,0.8681,0.0966,-0.0487,-0.1257,0.0083,0.2824,0.228,0.4397,3,8.18,0.0,0.0,0.0892,0.0,6.203,6.7473197854165115
maize,8.11,168.26,27.16,185.09,24.38,32.42,16.21,62.27,13.14,6.95,188.52,27.51,257.77,0.702,0.7812,0.6804,0.9749,0.0653,-0.1199,-0.3014,-0.0645,0.2972,0.1892,0.409,1,6.82,0.0,0.0,0.0793,0.0872,5.939,9.733743568857692
rice,1.768,340.91,28.69,414.59,20.17,28.92,15.07,76.42,30.92,7.33,292.69,21.25,112.95,0.754,0.8282,0.7179,0.9514,0.0883,0.0996,-0.0224,0.2416,0.3737,0.2383,0.5117,4,7.67,0.0,0.0,0.1028,0.1635,5.125,14.437055152735217
cotton,1.348,378.44,39.03,465.63,25.23,32.25,20.22,76.9,20.8,5.65,401.38,25.24,86.29,0.77,0.632,0.4303,0.7336,0.0709,0.0292,-0.1367,0.177,0.3271,0.1958,0.3916,5,-3.0,0.0,0.0,0.2421,0.2756,2.655,22.29174096818912
soybean,6.979,749.61,8.49,892.56,30.61,36.98,28.14,56.87,18.03,6.27,303.7,23.09,88.97,0.15,0.7777,0.4968,0.9726,0.1024,-0.3223,-0.5148,-0.2183,0.0761,-0.064,0.1278,1,-5.53,1.98,0.0,0.0795,0.1794,3.918,13.281846279051035
soybean,5.091,1018.64,37.89,1210.74,25.33,36.78,18.61,59.31,9.26,6.48,134.41,29.02,144.18,0.647,0.697,0.4457,0.7815,0.1123,-0.1112,-0.2048,0.0016,0.2006,0.0944,0.3144,1,-4.0,1.78,0.0,0.131,0.1219,3.68,12.622557705948045
wheat,4.827,914.58,17.19,902.06,19.41,23.09,16.16,86.4,19.4,6.94,205.4,39.49,187.85,0.396,0.8796,0.6625,1.0,0.0826,0.051,-0.0615,0.1855,0.268,0.188,0.3728,1,8.54,0.0,0.0,0.0747,0.002,5.011,6.376745939213096
chickpea,3.796,475.79,21.46,489.85,35.79,41.74,29.91,63.28,3.31,7.31,254.56,29.36,180.22,0.612,0.65,0.465,0.8372,0.0847,-0.3696,-0.4953,-0.2591,0.0412,-0.083,0.1758,3,10.46,6.74,0.0,0.1885,0.2873,2.013,31.294603864574356
chickpea,4.536,257.84,6.94,182.21,30.04,34.8,22.05,62.79,19.5,6.47,122.21,21.13,185.0,0.917,0.5432,0.4281,0.6978,0.0689,-0.1836,-0.2753,-0.0408,0.0657,-0.1129,0.1189,4,5.64,0.0,0.0,0.1661,0.1656,2.559,16.36719255259054
rice,0.966,924.35,86.05,979.99,33.71,37.94,28.01,64.34,8.76,6.9,220.94,21.81,300.09,0.472,0.7145,0.6116,0.8097,0.0704,-0.3238,-0.398,-0.2683,0.3435,0.2769,0.4196,3,3.83,2.94,0.0,0.1782,0.1786,4.807,19.70464890209308
cotton,9.73,1122.7,68.36,1005.42,22.62,28.64,13.68,77.98,12.35,6.79,311.69,14.61,169.26,0.61,0.776,0.5613,0.8593,0.0935,0.0849,-0.1051,0.1731,0.3584,0.216,0.4642,4,10.98,0.0,0.0,0.117,0.0703,2.086,12.09331911572909
rice,6.296,725.55,42.15,743.01,28.18,34.32,20.52,75.19,19.54,6.79,191.66,30.65,156.17,0.823,0.568,0.3314,0.6861,0.153,-0.008,-0.1068,0.1775,0.2766,0.1532,0.3475,3,3.37,0.0,0.0,0.2469,0.1426,5.764,17.801749736529153
maize,6.17,766.4,25.64,907.07,28.8,37.31,22.72,41.15,11.53,6.72,294.97,19.19,169.31,0.62,0.6879,0.4841,0.8303,0.0778,-0.2115,-0.37,-0.1345,0.2697,0.1972,0.3639,2,14.85,2.31,0.0,0.0842,0.1473,6.079,17.96255192721048
maize,9.816,891.78,15.15,1006.06,33.37,39.44,27.35,64.52,15.14,6.69,383.18,25.54,148.22,0.839,0.7254,0.5118,0.8888,0.1104,-0.3846,-0.5323,-0.3175,-0.0139,-0.0698,0.126,3,-6.19,4.44,0.0,0.2431,0.2769,5.469,26.831056762028048
soybean,0.723,527.57,22.85,652.49,24.77,32.4,14.61,68.79,4.58,7.08,217.58,14.81,156.24,0.639,0.6711,0.4902,0.8108,0.045,-0.0143,-0.1081,0.0955,0.3473,0.2281,0.4282,3,-3.48,0.0,0.0,0.225,0.2967,3.993,22.534169469237717
cotton,7.299,437.66,37.94,488.99,20.58,28.23,12.94,58.45,8.9,5.96,279.56,11.76,255.36,0.952,0.6584,0.5336,0.8122,0.0616,0.1941,0.0676,0.3813,0.3704,0.2347,0.4765,4,4.61,0.0,0.0,0.0654,0.0,2.294,4.42425128187253
chickpea,2.691,614.2,21.03,527.3,26.19,34.21,22.29,70.18,15.04,6.62,179.69,30.49,210.34,1.053,0.7386,0.4809,0.8605,0.1118,-0.1255,-0.274,0.0722,0.3832,0.2702,0.4618,3,-1.13,0.0,0.0,0.2228,0.0533,2.856,11.542010942559171
chickpea,3.516,691.55,45.43,859.89,34.07,38.95,28.74,86.65,5.49,6.92,276.5,15.05,214.89,0.595,0.6656,0.4427,0.7907,0.1407,-0.2373,-0.429,-0.0995,0.1272,0.0498,0.234,1,8.42,3.95,0.0,0.4499,0.346,2.712,41.10588002130183
wheat,5.557,520.94,32.62,542.59,23.12,32.38,12.19,57.29,14.24,6.18,223.34,16.28,100.84,0.166,0.7827,0.644,0.8712,0.1202,0.0314,-0.136,0.206,0.2879,0.1582,0.3847,1,18.51,0.0,0.0,0.092,0.204,5.267,19.891664235436444
maize,1.918,636.46,19.52,475.97,27.64,37.01,22.83,71.03,14.36,5.75,285.15,32.57,282.55,1.003,0.7458,0.5,0.8873,0.0996,-0.1434,-0.2626,0.0048,0.282,0.1664,0.3789,4,-6.02,2.01,0.0,0.192,0.297,6.377,23.2016542146254
maize,4.694,1019.14,19.0,919.8,32.94,42.08,30.85,89.84,14.85,6.35,247.85,13.57,210.82,0.578,0.8149,0.5934,0.9723,0.1005,-0.2975,-0.4473,-0.2208,0.1526,0.0208,0.2114,3,2.55,7.08,0.0,0.3677,0.282,4.864,35.78004344317724
wheat,8.29,656.58,12.61,578.37,30.89,38.69,24.5,73.66,14.37,7.25,325.81,5.81,178.29,0.908,0.6613,0.4186,0.8381,0.0837,-0.2803,-0.3453,-0.223,0.0629,-0.0964,0.115,1,1.14,3.69,0.0,0.3162,0.3144,4.624,31.193842282985273
soybean,3.292,845.24,46.79,609.17,28.87,38.17,20.96,98.0,24.63,6.91,231.55,30.66,179.84,0.613,0.7174,0.572,0.8926,0.0872,-0.128,-0.3172,0.0027,0.2763,0.1044,0.4546,4,4.42,3.17,0.0,0.2757,0.3228,3.477,30.621821344693362
soybean,1.685,978.68,26.76,636.9,31.91,37.76,27.26,71.39,1.22,6.83,230.3,14.02,166.93,0.411,0.5807,0.4123,0.6775,0.0867,-0.2389,-0.3685,-0.1044,0.0653,-0.0832,0.1733,4,11.45,2.76,0.0,0.4014,0.2777,2.504,36.00559214726069
rice,4.436,776.72,17.79,676.65,30.77,35.8,21.4,61.54,10.13,6.54,165.62,17.38,143.34,0.723,0.5972,0.4056,0.7126,0.1308,-0.3383,-0.4501,-0.1816,0.2153,0.0801,0.3466,1,3.84,0.8,0.0,0.0932,0.0721,5.98,9.305732280896795
maize,3.168,947.0,28.01,834.74,24.41,32.77,15.63,78.03,16.47,6.66,316.3,11.11,252.35,0.67,0.8805,0.7136,1.0,0.0941,-0.0845,-0.1974,0.0795,0.3911,0.2319,0.4954,4,9.77,0.0,0.0,0.1155,0.125,6.514,14.025754400374845
cotton,9.354,435.79,17.18,437.14,28.32,34.37,19.92,41.25,14.0,6.62,294.37,40.62,130.85,0.562,0.6313,0.5257,0.7349,0.1031,-0.2642,-0.3181,-0.0851,0.1538,0.0329,0.3163,5,1.86,0.0,0.0,0.0931,0.1794,2.703,12.561491840124505
maize,1.907,557.62,18.4,438.25,28.22,34.31,22.68,39.16,19.43,7.59,204.7,27.96,263.26,0.442,0.739,0.5074,0.8829,0.0877,-0.2839,-0.3594,-0.1327,0.2279,0.1508,0.3377,1,3.8,0.0,0.0,0.0444,0.1814,6.505,11.380986350429485
wheat,5.933,893.61,8.81,922.41,31.93,38.51,24.66,43.27,3.61,6.39,249.64,27.22,97.72,0.828,0.4618,0.329,0.6457,0.1235,-0.4099,-0.6096,-0.3325,0.0268,-0.0271,0.1765,3,6.06,3.51,0.0,0.0839,0.0708,4.156,12.411847236746503
wheat,4.971,532.49,78.93,582.66,29.21,37.97,23.53,45.94,22.95,6.63,143.17,31.41,212.27,1.032,0.7042,0.5792,0.8949,0.0744,0.0302,-0.0212,0.2013,0.2904,0.1666,0.4195,4,-5.34,2.97,0.0,0.2672,0.2097,5.066,23.34145900298183
maize,1.578,617.89,66.5,523.04,35.89,43.31,27.48,51.8,18.72,7.11,252.27,25.27,159.75,0.995,0.6312,0.346,0.8227,0.0766,-0.3915,-0.5845,-0.3039,0.2363,0.1778,0.3182,2,9.73,8.31,0.0,0.169,0.1198,4.185,24.286063448068056
chickpea,2.232,404.35,24.07,493.2,27.21,34.76,20.22,88.62,11.01,6.46,150.79,20.16,112.9,0.445,0.7128,0.6111,0.8907,0.0875,-0.113,-0.1762,-0.0172,0.2545,0.1145,0.3364,2,5.69,0.0,0.0,0.2003,0.2743,3.154,22.65990898849226
